Course Catalogue Number,Department Name,Course Name,Course Description,Graduate/Undergraduate,Format,Lab,Academic Catalogue Year,Food Systems,Food Justice/Equity,Critical Pedagogy,Keyword
HIST 305,HIST - History (HIST),Mexican-American History 1848-Present,"
   Social, economic and political evolution of Mexican Americans from 1848 to present; adaptation to a harsh and isolated frontier; land tenure systems; conflict in the new Southwest; change and continuity in society; immigration and settlement of Mexicans; emergence of various political movements; current issues.
",UG,Lecture,False,2016-2017,,,,['land']
/AFST 344,HIST - History (HIST),History of Africa to 1800,"
   Origins of humankind in Africa; development and spread of pastoralism, agriculture and iron-working; formation of states and empires; impact of Christianity and Islam; rise of international trade in gold, ivory and slaves; African diaspora. Prerequisite: Junior or senior classification. Cross Listing: AFST 344/HIST 344.
",UG,Lecture,False,2016-2017,,,,['agri']
/AFST 346,HIST - History (HIST),History of South Africa,"
   Selected themes in the history of South Africa from the African Iron Age to the Apartheid regime; history of race relations in the 19th and 20th centuries and the rise of a modern industrial state. Cross Listing: AFST 346/HIST 346.
",UG,Lecture,False,2016-2017,,,,[' iron ']
/AFST 357,HIST - History (HIST),Out of Africa: The Black Diaspora and the Modern World,"
   History and cultures of the peoples of the African Diaspora from the fourteenth through the nineteenth centuries; social, political, and economic impact on Africa, the Americas, Europe, and the Arab World; emphasis on race, gender, identity, and migration. Prerequisite: Junior or senior classification. Cross Listing: AFST 357/HIST 357.
",UG,Lecture,False,2016-2017,,,,[' african diaspora ']
HIST 359,HIST - History (HIST),American Environmental History,"
   History of American attitudes toward nature: use of land, water, timber, oil, coal, wildlife and other natural resources in the United States; conservation movement and significant conflicts over resources; changing perception of the physical environment.
",UG,Lecture,False,2016-2017,,,,['land']
HIST 361,HIST - History (HIST),"Technology and Engineering in Western Civilization, 1400-Present","
   Man's material culture and his understanding of the physical world since the 15th century; role of the Renaissance and the Scientific, Agricultural and Industrial Revolutions in Europe; the resulting transformations in western civilization.
",UG,Lecture,False,2016-2017,,,,['agri']
HIST 369,HIST - History (HIST),"The United States, 1820-1860","
   Jacksonian democracy; impact of nationalism and sectionalism; manifest destiny and Mexican War; slavery controversy; expansion.
",UG,Lecture,False,2016-2017,,,,[' slavery ']
HIST 401,HIST - History (HIST),Slavery in World History,"
   Comparative history of human slavery; slavery in the Ancient World, Asia, Africa; varieties of modern slavery in the New World since 1500; abolition of slavery and continuing forms of human bondage in the contemporary world. Prerequisite: Junior or senior classification. Cross Listing: AFST 401 and ASIA 401.
",UG,Lecture,False,2016-2017,,,,[' slavery ']
HIST 416,HIST - History (HIST),Texas as Border Region,"
   History of Texas since annexation; slavery and its aftermath; border cultures and identities; race and ethnicity; modernization and its discontents. Prerequisite: Junior or senior classification or approval of instructor.
",UG,Lecture,False,2016-2017,,,,[' slavery ']
HIST 431,HIST - History (HIST),"The Kingdom of Ireland, 1541-1800","
   History of Ireland from the mid sixteenth century through the end of the eighteenth century; impact of religion, politics, warfare, land disputes, famine, and international developments; creation of the United Kingdom. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2016-2017,,,,['land']
HIST 432,HIST - History (HIST),"The Nation of Ireland, 1800 to the Present","
   History of Ireland from the creation of the United Kingdom through the end of the twentieth century; British-Irish relations; agrarian unrest and violence; famine; political, cultural, and religious developments. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2016-2017,,,,"[' agrarian ', 'land']"
HIST 449,HIST - History (HIST),"History of Brazil, 1822 to the Present","
   Political, cultural and economic development of Brazil since independence; slavery and race relations; relation to other world powers. Prerequisite: Junior classification.
",UG,Lecture,False,2016-2017,,,,[' slavery ']
HIST 450,HIST - History (HIST),Southern Identities and Cultures through Reconstruction,"
   Focus on parts of North America where slavery dominated the economy, politics and demographics; experiences of native, African and European-descended peoples in such regions from the colonial period to the end of slavery; debates about geographical and cultural roots of regional identities. Prerequisite: Junior or senior classification or approval of instructor.
",UG,Lecture,False,2016-2017,,,,[' slavery ']
HIST 451,HIST - History (HIST),Southern Identities and Cultures Since Reconstruction,"
   Focus on the aftermath of slavery and defeat in those parts of North America where slavery dominated the economy, politics and demographics; transformations in race, culture and politics in such regions and emergence of new identities since Reconstruction; debates over the geographic and cultural  roots of the American South. Prerequisite: Junior or senior classification or approval of instructor.
",UG,Lecture,False,2016-2017,,,,[' slavery ']
HIST 456,HIST - History (HIST),American Agricultural History,"
   History of American agricultural development from the Revolutionary period to the present; technological developments, major farm industries, labor, regional development, farm movements and farm programs.
",UG,Lecture,False,2016-2017,,,,"['agri', 'farm']"
HLTH 405,HLTH - Health (HLTH),Rural Health,"
   Issues facing rural health care; emphasis on understanding the geographical characteristics of rural communities and their affect on health care delivery. Prerequisites: HLTH 331; junior or senior classification.
",UG,Lecture,False,2016-2017,,,,[' rural ']
HLTH 429,HLTH - Health (HLTH),Environmental Health,"
   Health aspects of environments; health problems related to water, air and noise pollution; pesticides; population and radiation; examination of various micro-environments which either promote or hinder human health and well-being and their implications for community planning and utilization of human resources. Prerequisite: Junior or senior classification.
",UG,Lecture,False,2016-2017,,,,[' pest']
HORT 101,HORT - Horticultural Sciences (HORT),Concepts of Horticultural Science,"
   Introduction to the many facets of horticulture in Texas and the United States including organization, history and nature of the industry; discussion of professional development and identification of career opportunities.
",UG,Lecture,False,2016-2017,,,,[' horticult']
HORT 201,HORT - Horticultural Sciences (HORT),Horticultural Science and Practices,"
(AGRI 1315, 1415, HORT 1301, 1401) Horticultural Science and Practices.   Structure, growth and development of horticultural plants from a practical and scientific approach; environmental effects, basic principles of propagation, greenhouse and outdoor production, nutrition, pruning and chemical control of growth, pest control and branches of horticulture.
",UG,Lecture,False,2016-2017,,,,"['agri', ' greenhouse', ' horticult', ' nutri', ' pest']"
HORT 202,HORT - Horticultural Sciences (HORT),Horticultural Science and Practices Laboratory,"
   Methods and practices related to production of horticultural crops; practical exercises in greenhouse and field. Prerequisite: HORT 201 or registration therein.
",UG,Other,True,2016-2017,,,,"['crop', ' greenhouse', ' horticult']"
HORT 225,HORT - Horticultural Sciences (HORT),Horticulture Learning Community,"
   Understanding the personal and professional competencies that should develop during college career; determine learning style; develop oral and written communication skills, teamwork and leadership characteristics, analytical and critical thinking, research and problem solving skills; exposure to current critical issues in horticulture and science. Prerequisite: Horticulture or floriculture major.*
",UG,Lecture,False,2016-2017,,,,"['floricultur', ' horticult']"
HORT 281,HORT - Horticultural Sciences (HORT),Horticulture as a Profession.,"
   Comprehensive view of the opportunities in the art and science of horticulture; sub-disciplines by crop (fruit, vegetable, ornamental, floral) and approach (landscaping, production, sales, management, floral design, research); examination of the national and international scope of horticulture including the major horticultural regions in Texas; construction of a professional e-portfolio.
",UG,Lecture,False,2016-2017,,,,"['crop', ' horticult', 'land', ' vegetable']"
HORT 291,HORT - Horticultural Sciences (HORT),Research,"
   Research conducted under the direction of faculty member in horticulture. May be repeated 2 times for credit. Prerequisites: Freshman or sophomore classification and approval of instructor.
",UG,Other,False,2016-2017,,,,[' horticult']
HORT 301,HORT - Horticultural Sciences (HORT),Garden Science,"
   Identification, propagation, soil management, fertilization, growth control and protection of common garden plants: indoor ornamentals, landscape ornamentals, fruits and vegetables; special topics include home landscaping, container gardens, bonsai, herbs and medicinal plants and hobby greenhouse management. The effects of organic and non-organic practices on the garden ecosystem.
",UG,Lecture,False,2016-2017,,,,"[' fruit', 'garden', ' greenhouse', ' herb', 'land', ' soil', ' vegetable']"
HORT 302,HORT - Horticultural Sciences (HORT),Garden Science Lab,"
   Practical activities in identification, propagation, fertilization, media preparation, soil management, irrigation and protection of indoor ornamentals, landscape ornamentals, fruits and vegetables common in gardens in Texas. Organic and non-organic methods.
",UG,Other,True,2016-2017,,,,"[' fruit', 'garden', ' irrigat', 'land', ' soil', ' vegetable']"
